start end chrom isover isunder isover_fisher_p isover_fisher_padj isunder_fisher_p isunder_fisher_padj isbias_fisher_p isbias_fisher_padj genes
31666 11060769 1 0.42 0.23 0.000534525426532693 0.0145779661781644 0.645527581929617 0.900736160832024 0.00871898816482284 0.0608301499871361 AAEL012102,AAEL012106,AAEL012094,AAEL012098,AAEL012109,AAEL012104,AAEL012103,AAEL017167,AAEL012110,AAEL012101,AAEL012107,AAEL012095,AAEL012105,AAEL012096,AAEL012099,AAEL027035,AAEL012100,AAEL022538,AAEL014130,AAEL014134,AAEL025713,AAEL017048,AAEL012796,AAEL011388,AAEL011390,AAEL011377,AAEL011381,AAEL011389,AAEL011382,AAEL013369,AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240
229861 12436732 1 0.42 0.23 0.000534525426532693 0.0145779661781644 0.645527581929617 0.900736160832024 0.00871898816482284 0.0608301499871361 AAEL012107,AAEL012095,AAEL012105,AAEL012096,AAEL012099,AAEL027035,AAEL012100,AAEL022538,AAEL014130,AAEL014134,AAEL025713,AAEL017048,AAEL012796,AAEL011388,AAEL011390,AAEL011377,AAEL011381,AAEL011389,AAEL011382,AAEL013369,AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821
586134 13488525 1 0.41 0.22 0.00122958247911504 0.0230546714834069 0.489967513788043 0.869764817375224 0.0267132578491047 0.111305241037936 AAEL025713,AAEL017048,AAEL012796,AAEL011388,AAEL011390,AAEL011377,AAEL011381,AAEL011389,AAEL011382,AAEL013369,AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660
1293315 14878328 1 0.39 0.28 0.00420260499302249 0.0504312599162699 0.565115132300862 0.900736160832024 0.00242674412758824 0.0455014523922796 AAEL011383,AAEL011386,AAEL011379,AAEL011385,AAEL012233,AAEL019446,AAEL005278,AAEL005279,AAEL005281,AAEL005271,AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365
3212065 15729180 1 0.37 0.27 0.0160217232879762 0.102266318859423 0.729977589793648 0.931886284842954 0.015562187779436 0.0804940747212208 AAEL005266,AAEL005254,AAEL005261,AAEL011201,AAEL019866,AAEL011196,AAEL011206,AAEL011200,AAEL011199,AAEL011202,AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195
3559832 16443348 1 0.38 0.24 0.00837888678220228 0.0761716980200208 0.818159456225584 0.940413168075384 0.0441349807235518 0.155770520200771 AAEL011197,AAEL023161,AAEL011198,AAEL011204,AAEL011203,AAEL009762,AAEL009764,AAEL009767,AAEL009769,AAEL009765,AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248
4199935 17426858 1 0.38 0.26 0.00837888678220228 0.0761716980200208 0.908404746333219 0.95621552245602 0.015562187779436 0.0804940747212208 AAEL009766,AAEL009763,AAEL000250,AAEL000254,AAEL000230,AAEL019737,AAEL000223,AAEL000241,AAEL000242,AAEL000249,AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824
6546862 17758490 1 0.34 0.25 0.0855878206645879 0.342351282658352 1 1 0.159569409362973 0.341934448634941 AAEL000247,AAEL000231,AAEL000219,AAEL000244,AAEL000251,AAEL000239,AAEL000229,AAEL000243,AAEL000252,AAEL021666,AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824,AAEL013894,AAEL004809,AAEL018005,AAEL015150,AAEL014686,AAEL003353,AAEL003329,AAEL003341,AAEL028238,AAEL016969
8502439 18312660 1 0.31 0.3 0.254899429172792 0.566443175939538 0.300505910390476 0.757577925354142 0.0702413841355127 0.202619377313979 AAEL023861,AAEL005530,AAEL005531,AAEL005527,AAEL005515,AAEL005528,AAEL018059,AAEL005520,AAEL005522,AAEL005524,AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824,AAEL013894,AAEL004809,AAEL018005,AAEL015150,AAEL014686,AAEL003353,AAEL003329,AAEL003341,AAEL028238,AAEL016969,AAEL025363,AAEL013844,AAEL013842,AAEL013840,AAEL026649,AAEL013839,AAEL024429,AAEL024616,AAEL013841,AAEL012718
9064698 19284696 1 0.3 0.26 0.362218433152318 0.696573909908305 0.908404746333219 0.95621552245602 0.422071693113098 0.65268818522644 AAEL005521,AAEL025076,AAEL027790,AAEL020837,AAEL005526,AAEL024086,AAEL005518,AAEL002357,AAEL002346,AAEL002321,AAEL027240,AAEL020042,AAEL002335,AAEL002348,AAEL018057,AAEL002343,AAEL019424,AAEL002331,AAEL002354,AAEL004167,AAEL019821,AAEL007657,AAEL020425,AAEL007661,AAEL007662,AAEL007652,AAEL027128,AAEL017987,AAEL007648,AAEL007651,AAEL007660,AAEL007656,AAEL007650,AAEL017515,AAEL007659,AAEL007653,AAEL007658,AAEL007655,AAEL007654,AAEL027380,AAEL021365,AAEL011293,AAEL027190,AAEL011289,AAEL011288,AAEL011287,AAEL011292,AAEL012217,AAEL022631,AAEL004193,AAEL004195,AAEL004163,AAEL004155,AAEL004169,AAEL004180,AAEL004179,AAEL027428,AAEL027919,AAEL011361,AAEL011359,AAEL024248,AAEL011355,AAEL011354,AAEL021866,AAEL011352,AAEL011362,AAEL011356,AAEL011357,AAEL021736,AAEL013847,AAEL004824,AAEL013894,AAEL004809,AAEL018005,AAEL015150,AAEL014686,AAEL003353,AAEL003329,AAEL003341,AAEL028238,AAEL016969,AAEL025363,AAEL013844,AAEL013842,AAEL013840,AAEL026649,AAEL013839,AAEL024429,AAEL024616,AAEL013841,AAEL012718,AAEL014201,AAEL014198,AAEL012717,AAEL026743,AAEL008299,AAEL021318,AAEL025198,AAEL020941,AAEL015411,AAEL026955
